ruc,nombre,tipo,provincia,expediente,posicion_general,ingresos_ventas,ingresos_totales,activos,patrimonio,utilidad_neta,n_empleados,cod_segmento,ciiu_n1,ciiu_n6,ciiu_n1_desc,ciiu_n6_desc
2390018439001,IMPORTADORA VIDRIALUM S.A.,ANÓNIMA,GUAYAS,179884,2561,8506838.09,8506838.09,11102379.57,6159284.53,199874.51,163.00,4,G,G4663.15,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE VIDRIO PLANO Y ESPEJOS.
1792599040001,SUMMIT AGRO SOUTH AMERICA SPA,SUCURSAL  EXTRANJERA,PICHINCHA,703288,2562,10886867.49,11140885.59,10823166.72,1769041.32,940643.47,18.00,4,C,C2021.01,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE INSECTICIDAS, RATICIDAS, FUNGICIDAS, HERBICIDAS, ANTIGERMINANTES, REGULADORES DEL CRECIMIENTO DE LAS PLANTAS."
1790972186001,ECUASURGICAL S.A.,ANÓNIMA,PICHINCHA,46454,2563,9714636.59,10294095.82,10834872.41,4212087.77,281968.53,44.00,4,G,G4649.24,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE INSTRUMENTOS, MATERIALES MÉDICOS Y QUIRÚRGICOS, DENTALES Y ARTÍCULOS ORTOPÉDICOS."
1791335066001,KLUANE DRILLING ECUADOR S.A.,ANÓNIMA,PICHINCHA,85063,2564,7616941.54,7781384.65,11063113.30,8074504.25,51935.44,190.00,4,B,B0910.01,EXPLOTACIÓN DE MINAS Y CANTERAS.,"ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO."
0992136804001,PARCESHI S.A.,ANÓNIMA,GUAYAS,101728,2565,13902525.87,13910587.72,8071484.26,1741937.98,-6860.40,7.00,4,G,G4661.03,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE COMBUSTIBLES LÍQUIDOS NAFTA, GASOLINA, BIOCOMBUSTIBLE INCLUYE GRASAS, LUBRICANTES Y ACEITES, GASES LICUADOS DE PETRÓLEO, BUTANO Y PROPANO."
1792380944001,SUDAMERICANA DE BUSES Y CAMIONES SUDACAM CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,147865,2566,4552646.03,4552646.03,16894385.65,886078.63,-332550.66,5.00,3,G,G4510.01,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS."
1792227976001,BEDUCACION S.A.,ANÓNIMA,PICHINCHA,163927,2567,14448494.29,14482619.67,8119111.86,443539.60,194985.13,68.00,4,J,J6202.10,INFORMACIÓN Y COMUNICACIÓN.,ACTIVIDADES DE PLANIFICACIÓN Y DISEÑO DE SISTEMAS INFORMÁTICOS QUE INTEGRAN EQUIPO Y PROGRAMAS INFORMÁTICOS Y TECNOLOGÍA DE LAS COMUNICACIONES.
0190055671001,TOCASA S.A.,ANÓNIMA,AZUAY,30373,2568,18448165.67,18448165.67,3587555.04,2547825.34,265596.15,35.00,4,G,G4730.01,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS EN ESTABLECIMIENTOS ESPECIALIZADOS.
0993233943001,COMMERCORPLUS S.A.,ANÓNIMA,GUAYAS,726262,2572,10178430.71,10208440.37,9376492.37,6425251.47,2375515.02,38.00,4,G,G4649.97,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE RELOJES, JOYAS Y BISUTERÍA."
0990892555001,INDUSTRIAL KATON S.A (INKATONSA),ANÓNIMA,GUAYAS,44984,2574,8058916.27,8058916.27,12609434.04,3346296.29,82877.52,67.00,4,C,C2395.09,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE OTROS ARTÍCULOS DE HORMIGÓN, YESO, CEMENTO O PIEDRA ARTIFICIAL, INCLUSO LOS USADOS CON FINES DECORATIVOS: ESTATUAS, MUEBLES, BAJORRELIEVES Y ALTORRELIEVES, JARRONES, MACETAS, ETCÉTERA."
1791241819001,RODDOME PHARMACEUTICAL S.A.,ANÓNIMA,PICHINCHA,47644,2575,11057269.84,11118511.45,9865168.58,3391564.27,-1681045.06,92.00,4,G,G4649.22,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS."
1791243382001,SERMENS S.A.,ANÓNIMA,PICHINCHA,146441,2576,7265448.17,7282769.57,11425979.26,7724376.83,710001.02,98.00,4,G,G4649.24,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE INSTRUMENTOS, MATERIALES MÉDICOS Y QUIRÚRGICOS, DENTALES Y ARTÍCULOS ORTOPÉDICOS."
0992233761001,AINSA S.A.,ANÓNIMA,GUAYAS,107199,2578,5889631.85,5943552.02,13700470.05,5301149.53,22169.31,2.00,4,G,G4659.21,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE MÁQUINAS HERRAMIENTA CONTROLADAS O NO POR COMPUTADORA PARA LA INDUSTRIA TEXTIL, CUERO Y OTRAS INDUSTRIAS, INCLUYE LA VENTA AL POR MAYOR DE SUS PARTES Y PIEZAS."
1792121795001,GERMANMOTORS S.A.,ANÓNIMA,PICHINCHA,159374,2580,20329064.59,20759668.09,2734498.91,356351.04,31630.68,7.00,4,G,G4510.01,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS."
1791414713001,INCINERACION RESIDUOS TOXICOS PELIGROSOS INCINEROX CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,87494,2581,7744594.99,7895924.48,11120577.06,7312570.00,230605.55,79.00,4,E,E3822.00,"DISTRIBUCIÓN DE AGUA ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.","OPERACIÓN DE INSTALACIONES PARA EL TRATAMIENTO DE DESECHOS PELIGROSOS, TRATAMIENTO Y ELIMINACIÓN DE ANIMALES TÓXICOS VIVOS Y MUERTOS Y OTROS DESECHOS CONTAMINADOS; INCINERACIÓN DE DESECHOS PELIGROSOS, REMOCIÓN DE PRODUCTOS USADOS COMO REFRIGERADORES, CON OBJETO DE ELIMINAR LOS DESECHOS PELIGROSOS; TRATAMIENTO, REMOCIÓN Y ALMACENAMIENTO DE DESECHOS NUCLEARES RADIACTIVOS, INCLUIDO EL TRATAMIENTO Y ELIMINACIÓN DE DESECHOS RADIACTIVOS DE TRANSICIÓN, ES DECIR QUE SE DESINTEGRAN DURANTE EL PERÍODO DE TRANSPORTE, PROCEDENTES DE HOSPITALES, ENCAPSULACIÓN, PREPARACIÓN Y OTRAS FORMAS DE TRATAMIENTO DE DESECHOS NUCLEARES PARA SU ALMACENAMIENTO."
0190437981001,KAWSUS CIA.LTDA.,RESPONSABILIDAD LIMITADA,AZUAY,712666,2582,7408481.52,7782121.75,14431492.94,292118.67,86017.73,28.00,4,M,M7490.29,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",OTROS TIPOS DE CONSULTORÍA TÉCNICA.
1791731824001,FARMACID S.A.,ANÓNIMA,PICHINCHA,89146,2583,7011705.00,7147096.00,12423498.00,5789592.00,255008.00,248.00,4,C,C2100.01,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE SUSTANCIAS MEDICINALES ACTIVAS QUE SE UTILIZAN POR SUS PROPIEDADES FARMACOLÓGICAS EN LA FABRICACIÓN DE MEDICAMENTOS: ANTIBIÓTICOS, VITAMINAS BÁSICAS, ÁCIDO SALICÍLICO Y ACETILSALICÍLICO, ETCÉTERA, TRATAMIENTO DE LA SANGRE, FABRICACIÓN DE MEDICAMENTOS: ANTISUEROS Y OTRAS FRACCIONES DE SANGRE, AZÚCARES QUÍMICAMENTE PUROS, PRODUCTOS Y EXTRACTOS ENDOCRINOS,  VACUNAS. INCLUIDOS PREPARADOS HOMEOPÁTICOS, FABRICACIÓN Y PROCESAMIENTO DE GLÁNDULAS Y EXTRACTOS GLANDULARES, FABRICACIÓN DE PRODUCTOS QUÍMICOS ANTICONCEPTIVOS DE USO EXTERNO Y DE MEDICAMENTOS ANTICONCEPTIVOS HORMONALES, FABRICACIÓN DE PREPARADOS PARA EL DIAGNÓSTICO MÉDICO, INCLUIDAS PRUEBAS DE EMBARAZO, ETCÉTERA."
0993225320001,CAMARONERA SAN JOSE CAMAJOSE S.A.,ANÓNIMA,GUAYAS,725696,2585,9293084.45,9315953.07,11956263.87,2051488.67,-423944.34,93.00,4,A,A0321.02,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN)."
1792063574001,RED TRANSACCIONAL COOPERATIVA S.A. RTC,ANÓNIMA,PICHINCHA,156944,2588,11322004.83,11360659.86,8913352.80,4819157.95,226150.92,95.00,4,K,K6619.01,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P., COMO: ACTIVIDADES DE TRAMITACIÓN Y LIQUIDACIÓN DE TRANSACCIONES FINANCIERAS, INCLUIDAS LAS TRANSACCIONES CON TARJETAS DE CRÉDITO."
1790013324001,TEXTILES TEXSA SA,ANÓNIMA,PICHINCHA,1324,2589,6992778.44,7015749.95,10878442.74,9372231.26,836822.96,96.00,4,A,A0116.05,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","CULTIVO DE ABACÁ, RAMIO Y OTRAS PLANTAS DE FIBRAS TEXTILES."
1791155521001,FLORES ECUATORIANAS DE CALIDAD S.A. FLORECAL,ANÓNIMA,PICHINCHA,50496,2590,12714424.12,12714424.12,7605465.95,4894727.06,-128953.25,611.00,4,A,A0119.03,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","CULTIVO DE FLORES, INCLUIDA LA PRODUCCIÓN DE FLORES CORTADAS Y CAPULLOS."
1791883144001,MIDEA ECUADOR S.A.,ANÓNIMA,GUAYAS,112123,2591,14506116.38,14579975.75,6780218.06,2983835.50,105795.11,23.00,4,G,G4649.11,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE ELECTRODOMÉSTICOS Y APARATOS DE USO DOMÉSTICO: REFRIGERADORAS, COCINAS, LAVADORAS, ETCÉTERA. INCLUYE EQUIPOS DE TELEVISIÓN, ESTÉREOS (EQUIPOS DE SONIDO), EQUIPOS DE GRABACIÓN Y REPRODUCTORES DE CD Y DVD, CINTAS DE AUDIO Y VIDEO CDS, DVD GRABADAS."
0791751802001,REIPROACERO S. A.,ANÓNIMA,GUAYAS,140399,2592,8376539.63,8376539.63,12194622.52,3283408.63,182078.08,21.00,4,G,G4752.04,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MENOR DE MATERIALES DE CONSTRUCCIÓN COMO: LADRILLOS, RIPIO, CEMENTO, MADERA, ETCÉTERA EN ESTABLECIMIENTOS ESPECIALIZADOS."
1792356326001,RAFAEL VASQUEZ RAMIREZ TRANSFORMADORES CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,144557,2594,9013606.92,9057666.42,10526285.27,5824706.27,917018.99,127.00,4,G,G4659.23,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE MÁQUINAS Y HERRAMIENTAS PARA LA METALURGIA; INCLUYE PARTES Y PIEZAS.
0993396077001,UNIFAS SALILL S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,GUAYAS,757766,2595,9000000.00,9000000.00,9120000.00,9120000.00,9000000.00,1.00,4,K,K6420.00,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES."
1792190851001,KINDRED ASOCIADOS OVERSEA S.A.,ANÓNIMA,PICHINCHA,162307,2596,9780064.25,9780064.25,11369613.57,2190732.77,14764.52,148.00,4,G,G4763.00,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MENOR DE ARTÍCULOS DE DEPORTE, DE PESCA Y DE ACAMPADA, EMBARCACIONES Y BICICLETAS EN ESTABLECIMIENTOS ESPECIALIZADOS."
0992891203001,SKYCORPSA S.A.,ANÓNIMA,GUAYAS,182741,2597,4733678.31,4733995.64,14922650.04,4538377.49,924594.25,4.00,3,L,L6810.01,ACTIVIDADES INMOBILIARIAS.,"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS."
1790008967001,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANONIMA,ANÓNIMA,PICHINCHA,1416,2598,6298634.86,6858490.03,11426566.72,9376493.41,2585775.38,53.00,4,K,K6611.00,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"GESTIÓN Y SUPERVISIÓN DE LOS MERCADOS FINANCIEROS POR ENTIDADES DISTINTAS DE LAS AUTORIDADES PÚBLICAS, COMO: MERCADO (BOLSAS) DE CONTRATOS DE PRODUCTOS BÁSICOS, MERCADO (BOLSAS) DE FUTUROS, MERCADO (BOLSAS) DE VALORES, MERCADOS BURSÁTILES, MERCADO (BOLSAS) DE OPCIONES SOBRE ACCIONES O SOBRE PRODUCTOS BÁSICOS, ETCÉTERA."
0993321265001,INMORIVERPARK S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,GUAYAS,736249,2599,22301121.92,22301121.92,956908.37,20981.78,16400.63,4.00,4,L,L6810.01,ACTIVIDADES INMOBILIARIAS.,"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS."
0990067279001,MABECA- CORPORATION S.A.,ANÓNIMA,PICHINCHA,3778,2601,13316306.48,13380305.63,8565834.53,1189154.99,95865.77,49.00,4,M,M7310.04,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","REALIZACIÓN DE CAMPAÑAS DE COMERCIALIZACIÓN Y OTROS SERVICIOS DE PUBLICIDAD DIRIGIDOS A ATRAER Y RETENER CLIENTES: PROMOCIÓN DE PRODUCTOS, COMERCIALIZACIÓN EN EL PUNTO DE VENTA, PUBLICIDAD DIRECTA POR CORREO Y ASESORAMIENTO EN MARKETING, CREACIÓN DE STANDS, OTRAS ESTRUCTURAS Y LUGARES DE EXHIBICIÓN, DISTRIBUCIÓN O ENTREGA DE MATERIALES O MUESTRAS DE PUBLICIDAD."
0992380942001,COMPAÑIA CAMARONERA FERASA S.A.,ANÓNIMA,GUAYAS,117532,2602,4463087.50,4827487.52,16660117.00,974524.95,56772.80,29.00,3,A,A0321.02,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN)."
1792541654001,BARNUEVO VALAREZO &GCP CIA.LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,182487,2603,17895805.83,17994767.22,3939855.70,2249300.90,264862.04,96.00,4,G,G4690.00,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE DIVERSOS PRODUCTOS SIN ESPECIALIZACIÓN.
1792689341001,ECUEXPLOSIVOS S.A.,ANÓNIMA,GUAYAS,158686,2604,12084066.62,12085132.45,8335190.05,4202354.47,4192874.47,5.00,4,F,F4311.00,CONSTRUCCIÓN.,DEMOLICIÓN O DERRIBO DE EDIFICIOS Y OTRAS ESTRUCTURAS.
0992659319001,IMPVET IMPORTADORA VETERINARIA CIA. LTDA.,RESPONSABILIDAD LIMITADA,GUAYAS,29641,2605,14983207.08,15430358.97,6986837.76,1227995.32,943749.70,29.00,4,G,G4649.22,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS."
0992831855001,GPS GLOBAL PROTECTION SECURITY GLOBALPROTECTIONSECURITY CIA.LTDA.,RESPONSABILIDAD LIMITADA,GUAYAS,173108,2607,12411387.54,13908544.09,8507944.29,3083701.81,829471.01,2442.00,4,N,N8010.09,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,"OTRAS ACTIVIDADES DE SEGURIDAD PRIVADA: DETECTOR DE MENTIRAS (POLÍGRAFO), HUELLAS DACTILARES, ETCÉTERA."
0992330023001,MILYK S.A.,ANÓNIMA,GUAYAS,113996,2609,8755214.65,8755214.65,12811407.95,743213.84,148300.86,4.00,4,L,L6810.01,ACTIVIDADES INMOBILIARIAS.,"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS."
0990777454001,E.O.A. SERVICIO S.A.,ANÓNIMA,GUAYAS,26217,2611,9055455.09,9093364.93,10311163.14,5871249.78,907727.54,53.00,4,C,C3313.02,INDUSTRIAS MANUFACTURERAS.,"SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE EQUIPO DE IRRADIACIÓN Y EQUIPO ELECTRÓNICO DE USO MÉDICO Y TERAPÉUTICO A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: EQUIPO DE TOMOGRAFÍA POR RESONANCIA MAGNÉTICA, ULTRASONIDOS DE USO MÉDICO, MARCAPASOS, APARATOS PARA SORDOS, ELECTROCARDIÓGRAFOS, EQUIPO ELECTRÓNICO DE ENDOSCOPIA, APARATOS DE IRRADIACIÓN."
1792118271001,NAOS-SKIN CARE ECUADOR S.A.,ANÓNIMA,PICHINCHA,158572,2612,13664918.53,13707172.09,7297237.52,3120691.25,1379308.28,56.00,4,G,G4649.21,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE PRODUCTOS DE PERFUMERÍA, COSMÉTICOS (PRODUCTOS DE BELLEZA) ARTÍCULOS DE USO PERSONAL (JABONES)."
0990963045001,SUMELEC S.A.,ANÓNIMA,GUAYAS,27561,2613,11982008.00,12033246.00,8175586.00,4621619.00,787423.00,45.00,4,G,G4659.93,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE EQUIPO ELÉCTRICO COMO: MOTORES ELÉCTRICOS, TRANSFORMADORES, (INCLUYE BOMBAS PARA LÍQUIDOS),  CABLES, CONMUTADORES Y DE OTROS TIPOS DE EQUIPO DE INSTALACIÓN DE USO INDUSTRIAL."
0190085929001,AUTOLLANTA C LTDA,RESPONSABILIDAD LIMITADA,AZUAY,30711,2616,12743930.87,12743930.87,8429195.27,2393984.65,612423.62,47.00,4,G,G4530.00,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA DE TODO TIPO DE PARTES, COMPONENTES, SUMINISTROS, HERRAMIENTAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES COMO: NEUMÁTICOS (LLANTAS), CÁMARAS DE AIRE PARA NEUMÁTICOS (TUBOS). INCLUYE BUJÍAS, BATERÍAS, EQUIPO DE ILUMINACIÓN PARTES Y PIEZAS ELÉCTRICAS."
0992708778001,CLUZON S.A.,ANÓNIMA,GUAYAS,137796,2617,7308497.14,7313588.75,14042000.34,762650.78,8738.85,168.00,4,A,A0122.01,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",CULTIVO DE BANANOS Y PLÁTANOS.
1791838629001,MEGA AVES MEGAVES CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,93120,2619,13390369.18,13390369.18,8327433.47,1251710.54,101527.63,175.00,4,A,A0146.01,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","EXPLOTACIÓN DE CRIADEROS DE POLLOS Y REPRODUCCIÓN DE AVES DE CORRAL, POLLOS Y GALLINAS (AVES DE LA ESPECIE GALLUS DOMESTICUS)."
0190004678001,FABRICA DE RESORTES VANDERBILT S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,AZUAY,1118,2621,9089534.73,9138791.81,10332899.64,5644242.66,542056.37,119.00,4,C,C2930.09,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE OTRAS PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES: FRENOS, CAJAS DE CAMBIOS, EJES, AROS DE RUEDAS, AMORTIGUADORES, RADIADORES, SILENCIADORES, TUBOS DE ESCAPE, CATALIZADORES, EMBRAGUES, VOLANTES, COLUMNAS Y CAJAS DE DIRECCIÓN, ETCÉTERA."
0992182997001,OPEVIAL S.A.,ANÓNIMA,GUAYAS,102561,2622,13726424.85,13892073.98,6722022.50,4266847.49,464828.26,525.00,4,H,H5221.02,TRANSPORTE Y ALMACENAMIENTO.,"ACTIVIDADES RELACIONADAS CON ADMINISTRACIÓN Y OPERACIONES DE SERVICIOS DE: CARRETERAS, PUENTES, TÚNELES, APARCAMIENTOS O GARAJES, APARCAMIENTOS PARA BICICLETAS."
1792612403001,JETBLUE AIRWAYS CORPORATION,SUCURSAL  EXTRANJERA,PICHINCHA,704336,2623,21589314.32,22801707.90,1410220.22,25000.00,0.00,3.00,4,H,H5110.01,TRANSPORTE Y ALMACENAMIENTO.,TRANSPORTE AÉREO DE PASAJEROS CON ITINERARIOS Y HORARIOS ESTABLECIDOS.
0992829990001,ATLANTIC CONTAINER TRANSPORT S.A. ATCOTRANS,ANÓNIMA,GUAYAS,172716,2624,12520214.97,12625045.78,8816338.46,1845699.29,-81139.01,141.00,4,H,H4923.01,TRANSPORTE Y ALMACENAMIENTO.,"TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA, INCLUIDO EN CAMIONETAS DE: TRONCOS, GANADO, TRANSPORTE REFRIGERADO, CARGA PESADA, CARGA A GRANEL, INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA, AUTOMÓVILES, DESPERDICIOS Y MATERIALES DE DESECHO, SIN RECOGIDA NI ELIMINACIÓN."
