ruc,nombre,tipo,provincia,expediente,posicion_general,ingresos_ventas,ingresos_totales,activos,patrimonio,utilidad_neta,n_empleados,cod_segmento,ciiu_n1,ciiu_n6,ciiu_n1_desc,ciiu_n6_desc
1792720303001,IMPORTADORA PAMERVAL CIA.LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,305599,5894,3853089.24,3853089.24,3603146.53,1768201.65,137422.44,6.00,3,G,G4610.06,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"INTERMEDIARIOS DEL COMERCIO DE TEXTILES, PRENDAS DE VESTIR, PELETERÍA, CALZADO Y ARTÍCULOS DE CUERO."
1791401190001,ALMEIDA MONTERO CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,86140,5896,5659855.02,5881839.14,2575356.89,339809.32,254000.54,38.00,4,Q,Q8690.99,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.,"OTROS SERVICIOS AUXILIARES AL TRATAMIENTO MÉDICO N.C.P. COMO APLICACIÓN DE VACUNAS, MEDICIÓN DE LA PRESIÓN ARTERIAL Y LA CAPACIDAD AUDITIVA, ETCÉTERA."
1793208492001,ROCKEXPLORE S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,PICHINCHA,350670,5897,5206422.10,5427326.08,2667290.37,1081636.44,591319.76,6.00,4,B,B0910.01,EXPLOTACIÓN DE MINAS Y CANTERAS.,"ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO."
1791984625001,MARSED SERVICIOS ASISTENCIA Y DISTRIBUCIONES S.A.,ANÓNIMA,PICHINCHA,153258,5898,2037411.89,2076705.71,4315893.66,3922121.65,-30406.37,13.00,3,M,M7110.21,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","ACTIVIDADES DE DISEÑO DE INGENIERÍA (ES DECIR, APLICACIÓN DE LAS LEYES FÍSICAS Y DE LOS PRINCIPIOS DE INGENIERÍA AL DISEÑO DE MÁQUINAS, MATERIALES, INSTRUMENTOS, ESTRUCTURAS, PROCESOS Y SISTEMAS) Y ASESORÍA DE INGENIERÍA PARA MAQUINARÍA, PROCESOS Y PLANTAS INDUSTRIALES."
0190439569001,IMPORTADORA DISTRIBUIDORA MAKOLECUADOR CIA.LTDA.,RESPONSABILIDAD LIMITADA,AZUAY,713157,5899,3559787.08,3568447.12,3790100.36,1927435.78,204654.35,24.00,3,G,G4659.94,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE EQUIPO MÉDICO Y EQUIPO DE LABORATORIO.
0990004250001,EDITORES NACIONALES C.LTDA. (ENSA),RESPONSABILIDAD LIMITADA,GUAYAS,4234,5904,3773815.51,3819125.02,4068955.92,795235.85,1515.73,43.00,3,C,C1811.01,INDUSTRIAS MANUFACTURERAS.,"ACTIVIDADES DE IMPRESIÓN DE PERIÓDICOS, REVISTAS Y OTRAS PUBLICACIONES PERIÓDICAS."
1792891361001,GRUPODIH CIA.LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,311130,5906,3812330.30,3812330.30,4158175.24,504448.55,61077.12,19.00,3,G,G4663.21,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE ARTÍCULOS DE FERRETERÍAS Y CERRADURAS: MARTILLOS, SIERRAS, DESTORNILLADORES, Y OTRAS HERRAMIENTAS DE MANO, ACCESORIOS Y DISPOSITIVOS; CAJAS FUERTES, EXTINTORES."
0992456264001,IMPORTADORA Y EXPORTADORA KALAND S.A.,ANÓNIMA,GUAYAS,122965,5907,3941977.45,3952089.43,3523411.81,1711023.33,34408.87,45.00,3,G,G4641.11,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE HILOS (HILADOS), LANAS Y TEJIDOS (TELAS)."
0993384216001,DISMERK S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,GUAYAS,352043,5908,7799263.70,7799263.70,690398.99,174978.63,49535.51,46.00,4,G,G4711.02,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MENOR DE GRAN VARIEDAD DE PRODUCTOS EN SUPERMERCADOS, ENTRE LOS QUE PREDOMINAN, LOS PRODUCTOS ALIMENTICIOS, LAS BEBIDAS O EL TABACO, COMO PRODUCTOS DE PRIMERA NECESIDAD Y VARIOS OTROS TIPOS DE PRODUCTOS, COMO PRENDAS DE VESTIR, MUEBLES, APARATOS, ARTÍCULOS DE FERRETERÍA, COSMÉTICOS, ETCÉTERA."
0992573805001,FRITEGA S.A.,ANÓNIMA,GUAYAS,131447,5909,3530952.12,3596023.90,3915809.13,1656355.26,71731.00,24.00,3,G,G4659.94,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE EQUIPO MÉDICO Y EQUIPO DE LABORATORIO.
0992989920001,PLASTITOTAL S.A.,ANÓNIMA,GUAYAS,708955,5910,4500971.53,4592862.37,2745056.57,2338774.58,777986.89,22.00,3,C,C2220.91,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE ARTÍCULOS DE PLÁSTICO PARA EL ENVASADO DE PRODUCTOS: BOLSAS, SACOS, CAJONES, CAJAS, GARRAFONES, BOTELLAS, ETCÉTERA."
0992583355001,BOULUSCORP S.A.,ANÓNIMA,GUAYAS,131996,5914,4663798.67,4811675.14,3614403.00,-41289.32,565707.11,31.00,3,G,G4651.01,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE COMPUTADORAS Y EQUIPO PERIFÉRICO.
0990019606001,DELTA PLASTIC CA,ANÓNIMA,GUAYAS,22191,5916,3655886.09,3690214.35,3595747.06,2121914.54,409708.66,82.00,3,C,C2220.91,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE ARTÍCULOS DE PLÁSTICO PARA EL ENVASADO DE PRODUCTOS: BOLSAS, SACOS, CAJONES, CAJAS, GARRAFONES, BOTELLAS, ETCÉTERA."
0992952601001,BLUMOD S.A.,ANÓNIMA,GUAYAS,705891,5917,5558153.96,5558153.96,2752785.10,70136.11,1492.56,58.00,4,G,G4719.00,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MENOR DE GRAN VARIEDAD DE PRODUCTOS ENTRE LOS QUE NO PREDOMINAN LOS PRODUCTOS ALIMENTICIOS, LAS BEBIDAS O EL TABACO, ACTIVIDADES DE VENTA DE: PRENDAS DE VESTIR, MUEBLES, APARATOS, ARTÍCULOS DE FERRETERÍA, COSMÉTICOS, ARTÍCULOS DE JOYERÍA Y BISUTERÍA, JUGUETES, ARTÍCULOS DE DEPORTE, ETCÉTERA."
0993117374001,DP WORLD LOGISTICS CARGO DPWLC S.A.,ANÓNIMA,GUAYAS,718746,5918,6566039.72,6601209.40,1611871.90,604357.24,23194.07,15.00,4,H,H5229.02,TRANSPORTE Y ALMACENAMIENTO.,"ACTIVIDADES LOGÍSTICAS: PLANIFICACIÓN, DISEÑO Y APOYO DE OPERACIONES DE TRANSPORTE, ALMACENAMIENTO Y DISTRIBUCIÓN; CONTRATACIÓN DE ESPACIO EN BUQUES Y AERONAVES, ORGANIZACIÓN DE ENVÍOS DE GRUPO E INDIVIDUALES (INCLUIDAS LA RECOGIDA Y ENTREGA DE MERCANCÍAS Y LA AGRUPACIÓN DE ENVÍOS); MANIPULACIÓN DE MERCANCÍAS, COMO: EL EMBALAJE TEMPORAL CON LA EXCLUSIVA FINALIDAD DE PROTEGER LAS MERCANCÍAS DURANTE EL TRÁNSITO, DESEMBALAJE, MUESTREO Y PESAJE DE LA CARGA."
1793204959001,MEDICALCORPHV S.A.,ANÓNIMA,PICHINCHA,345523,5922,4081809.18,4081809.18,4093837.70,42402.43,17342.30,3.00,3,G,G4649.22,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS."
0993380572001,BENANMAR S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,GUAYAS,749500,5923,6005104.97,6005104.97,2297066.85,168844.02,32940.03,17.00,4,G,G4630.91,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE ARROZ.
0992571365001,SACO SHIPPING S.A.,ANÓNIMA,GUAYAS,131333,5925,5147113.86,5147113.86,2810050.55,777526.97,438366.79,41.00,4,H,H5012.01,TRANSPORTE Y ALMACENAMIENTO.,"TRANSPORTE MARÍTIMO Y DE CABOTAJE, REGULAR Y NO REGULAR, DE CARGA."
0993210617001,FRUTAGRANDE S.A.,ANÓNIMA,GUAYAS,314657,5926,7430444.92,9870642.85,1018731.93,136332.87,26810.41,17.00,4,G,G4630.11,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE BANANO Y PLÁTANO.
0991422870001,COMSATEL S.A.,ANÓNIMA,GUAYAS,79650,5929,5331234.56,5331234.56,2669791.51,708398.94,116958.88,40.00,4,J,J6190.05,INFORMACIÓN Y COMUNICACIÓN.,SUMINISTRO DE SERVICIOS DE TELECOMUNICACIONES POR LAS CONEXIONES DE TELECOMUNICACIONES EXISTENTES: SUMINISTRO DE SERVICIOS DE TELEFONÍA POR INTERNET (VOIP: VOICE OVER INTERNET PROTOCOL).
1792833698001,ESRI ECUADOR S.A.,ANÓNIMA,PICHINCHA,309214,5930,3855486.27,3855486.27,3636795.78,1565480.74,319887.16,27.00,3,J,J6202.10,INFORMACIÓN Y COMUNICACIÓN.,ACTIVIDADES DE PLANIFICACIÓN Y DISEÑO DE SISTEMAS INFORMÁTICOS QUE INTEGRAN EQUIPO Y PROGRAMAS INFORMÁTICOS Y TECNOLOGÍA DE LAS COMUNICACIONES.
1792150302001,TRASDIAL S.A.,ANÓNIMA,PICHINCHA,160781,5931,3783773.00,3783773.00,4370676.13,3379.71,3058.15,13.00,3,G,G4649.24,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE INSTRUMENTOS, MATERIALES MÉDICOS Y QUIRÚRGICOS, DENTALES Y ARTÍCULOS ORTOPÉDICOS."
1792012058001,JAVIER DIEZ COMUNICACION VISUAL CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,154269,5934,3168066.78,3183511.53,3862875.62,2469688.27,203036.50,108.00,3,M,M7310.01,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","CREACIÓN E INSERCIÓN DE ANUNCIOS EN PERIÓDICOS, REVISTAS, PROGRAMAS DE RADIO Y DE TELEVISIÓN, INTERNET Y OTROS MEDIOS DE DIFUSIÓN."
0992793015001,KÄRCHER ECUADOR S.A.,ANÓNIMA,GUAYAS,166557,5935,5092040.35,5128033.08,2608015.92,1326358.63,56365.43,29.00,4,G,G4659.21,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE MÁQUINAS HERRAMIENTA CONTROLADAS O NO POR COMPUTADORA PARA LA INDUSTRIA TEXTIL, CUERO Y OTRAS INDUSTRIAS, INCLUYE LA VENTA AL POR MAYOR DE SUS PARTES Y PIEZAS."
0990290482001,DUSAL C LTDA,RESPONSABILIDAD LIMITADA,GUAYAS,22871,5937,5620896.44,6061952.00,2291451.26,944206.67,844776.08,1.00,4,G,G4630.11,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE BANANO Y PLÁTANO.
0190349802001,COMPAÑIA DE COMERCIO SERVIMIRAVALLE CIA. LTDA.,RESPONSABILIDAD LIMITADA,AZUAY,95408,5938,6773023.91,6775819.53,1206173.29,1042626.02,49376.10,19.00,4,G,G4730.01,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS EN ESTABLECIMIENTOS ESPECIALIZADOS.
1790100421001,EL NUEVO ALMACEN CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,11621,5940,2461758.78,2462064.44,4793488.84,1773591.79,1540.72,2.00,3,G,G4641.21,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE PRENDAS DE VESTIR, INCLUIDAS PRENDAS (ROPA) DEPORTIVAS."
0992689803001,CONSTRULOXI S.A.,ANÓNIMA,GUAYAS,63837,5945,4061976.20,4173983.91,3538175.23,1302711.49,203909.81,13.00,3,F,F4100.10,CONSTRUCCIÓN.,"CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES."
1792851734001,DISPROWORLD CIA.LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,716932,5946,6405219.76,6453844.84,1828376.03,339498.05,99531.77,7.00,4,C,C1073.21,INDUSTRIAS MANUFACTURERAS.,"ELABORACIÓN DE PRODUCTOS DE CONFITERÍA: CARAMELOS, TURRÓN, GRAGEAS Y PASTILLAS DE CONFITERÍA, GOMA DE MASCAR (CHICLES), CONFITES BLANDOS, CONFITERÍA A BASE DE CHOCOLATE Y CHOCOLATE BLANCO, ETCÉTERA."
1792695678001,SERVICIO SAN JOSÉ DEL VALLE FIRSTSERVICES S.A.,ANÓNIMA,PICHINCHA,708901,5947,7720778.34,7720778.34,635924.84,339838.01,56821.91,19.00,4,G,G4730.01,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS EN ESTABLECIMIENTOS ESPECIALIZADOS.
1791174240001,"COLEGIO INTERNACIONAL BRITANICO, INTERCOLBRIT CIA. LTDA.",RESPONSABILIDAD LIMITADA,PICHINCHA,50568,5949,2871901.71,2871901.71,3917720.78,2914174.14,137338.34,72.00,3,P,P8510.11,ENSEÑANZA.,"LA EDUCACIÓN PREPRIMARIA O INICIAL (ES EL PROCESO DE ACOMPAÑAMIENTO AL DESARROLLO INTEGRAL QUE CONSIDERA LOS ASPECTOS COGNITIVOS, AFECTIVO, PSICOMOTRIZ, SOCIAL, DE IDENTIDAD, AUTONOMÍA Y PERTINENCIA A LA COMUNIDAD DISEÑADA PRINCIPALMENTE PARA INTRODUCIR A LOS NIÑOS Y NIÑAS, DESDE LOS TRES AÑOS HASTA LOS CINCO AÑOS DE EDAD EN UN ENTORNO EDUCATIVO DE TIPO ESCOLAR, ES DECIR, SERVIR DE PUENTE ENTRE EL HOGAR Y EL MEDIO ESCOLAR)."
1791728785001,ESPAGROTEC ESPECIALIDADES AGRICOLAS CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,89020,5951,3637013.37,3657728.98,4112811.36,836444.54,-120053.96,26.00,3,C,C2021.01,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE INSECTICIDAS, RATICIDAS, FUNGICIDAS, HERBICIDAS, ANTIGERMINANTES, REGULADORES DEL CRECIMIENTO DE LAS PLANTAS."
1791772377001,EPS ESPECIALISTAS EN PROTECCIÓN Y SEGURIDAD EPSEGU CIA.LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,91025,5952,5791860.32,5861691.71,2332115.79,437874.89,222055.83,4.00,4,N,N8010.03,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,SERVICIOS DE GUARDIAS DE SEGURIDAD.
1792367298001,"AYESA INGENIERIA Y ARQUITECTURA, S.A.U.",SUCURSAL  EXTRANJERA,PICHINCHA,145458,5956,5260245.48,5385223.63,2710166.45,654027.43,56967.39,14.00,4,M,M7110.21,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","ACTIVIDADES DE DISEÑO DE INGENIERÍA (ES DECIR, APLICACIÓN DE LAS LEYES FÍSICAS Y DE LOS PRINCIPIOS DE INGENIERÍA AL DISEÑO DE MÁQUINAS, MATERIALES, INSTRUMENTOS, ESTRUCTURAS, PROCESOS Y SISTEMAS) Y ASESORÍA DE INGENIERÍA PARA MAQUINARÍA, PROCESOS Y PLANTAS INDUSTRIALES."
0992320087001,"PYXIS INDUSTRIAS, COMERCIO Y REPRESENTACIONES S.A.",ANÓNIMA,GUAYAS,113345,5958,4276281.37,4278111.42,3049044.40,1937544.55,434366.64,16.00,3,C,C1520.01,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE CALZADO, BOTINES, POLAINAS Y ARTÍCULOS SIMILARES PARA TODO USO, DE CUALQUIER MATERIAL Y MEDIANTE CUALQUIER PROCESO, INCLUIDO EL MOLDEADO (APARADO DE CALZADO)."
1791882490001,ATLAS COPCO ECUADOR S.A.,ANÓNIMA,PICHINCHA,94653,5959,3899252.52,4403851.04,3211724.73,2353681.11,133232.51,27.00,3,G,G4659.99,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE MÁQUINAS HERRAMIENTA DE CUALQUIER TIPO Y PARA CUALQUIER MATERIAL: MADERA, ACERO, ETCÉTERA. LA VENTA DE OTROS TIPOS DE MAQUINARIA N.C.P. PARA USO EN LA INDUSTRIA, EL COMERCIO, LA NAVEGACIÓN Y OTROS SERVICIOS. INCLUYE VENTA AL POR MAYOR DE ROBOTS PARA CADENAS DE MONTAJE, ARMAS, ETCÉTERA."
1792018420001,ASEOTOTAL S.A.,ANÓNIMA,PICHINCHA,154914,5960,4467572.80,4467572.80,3505061.57,467008.77,24877.01,31.00,3,C,C2023.21,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE PRODUCTOS DE LIMPIEZA: PREPARADOS PARA PERFUMAR Y DESODORIZAR AMBIENTES, POLVOS O PASTAS DE LIMPIEZA INCLUIDOS PAPEL, GUATA, ETCÉTERA, REVESTIDO O RECUBIERTO CON ESTOS PRODUCTOS DE LIMPIEZA."
0991127534001,AGENCIA DEL PACIFICO DELPAC S.A.,ANÓNIMA,GUAYAS,59232,5961,3904789.97,3914214.54,3469138.12,1734786.82,1399018.51,29.00,3,H,H5022.01,TRANSPORTE Y ALMACENAMIENTO.,"TRANSPORTE DE CARGA POR RÍOS, CANALES, LAGOS Y OTRAS VÍAS DE NAVEGACIÓN INTERIORES, INCLUIDOS PUERTOS INTERIORES."
1792226899001,SERVICIOS DE INGENIERIA CARLOS LOPEZ & MARTINEZ CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,163958,5962,3198870.83,3199174.34,3702463.64,2678053.21,243943.06,48.00,3,M,M7110.24,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","ELABORACIÓN Y REALIZACIÓN DE PROYECTOS DE INGENIERÍA ELÉCTRICA Y ELECTRÓNICA, INGENIERÍA DE MINAS, INGENIERÍA QUÍMICA, MECÁNICA, INDUSTRIAL, DE SISTEMAS, E INGENIERÍA ESPECIALIZADA EN SISTEMAS DE SEGURIDAD."
0992548029001,CANNALI S.A.,ANÓNIMA,GUAYAS,129733,5963,4146015.31,4158033.29,3284023.27,1649818.80,67611.46,29.00,3,H,H4923.01,TRANSPORTE Y ALMACENAMIENTO.,"TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA, INCLUIDO EN CAMIONETAS DE: TRONCOS, GANADO, TRANSPORTE REFRIGERADO, CARGA PESADA, CARGA A GRANEL, INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA, AUTOMÓVILES, DESPERDICIOS Y MATERIALES DE DESECHO, SIN RECOGIDA NI ELIMINACIÓN."
0993235679001,PILOT TRANSPORT MARINE PILOTTMARINE S.A.,ANÓNIMA,GUAYAS,316169,5964,3433183.09,3459203.15,4178174.00,1052997.42,156996.90,24.00,3,H,H5012.01,TRANSPORTE Y ALMACENAMIENTO.,"TRANSPORTE MARÍTIMO Y DE CABOTAJE, REGULAR Y NO REGULAR, DE CARGA."
0992269391001,TEKOCSA S.A.,ANÓNIMA,GUAYAS,109775,5965,3612303.81,3618932.97,4458627.11,3381.01,-109641.35,25.00,3,G,G4741.11,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MENOR DE COMPUTADORAS Y EQUIPO PERIFÉRICO COMPUTACIONAL EN ESTABLECIMIENTOS ESPECIALIZADOS.
1792086353001,COMPAÑIA DE SERVICIOS SOLIDARIOS CRUZVITAL S.A.,ANÓNIMA,PICHINCHA,157974,5966,5664486.25,5677148.00,2499116.29,242990.96,26286.27,89.00,4,Q,Q8690.22,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.,"ACTIVIDADES DE LABORATORIOS CLÍNICOS DE ANÁLISIS DE SANGRE, ORINA, ETCÉTERA."
1792236894001,TATY BOUTIQUE S.A.,ANÓNIMA,PICHINCHA,163650,5968,5472153.89,5617975.86,2352247.69,982434.59,13988.07,91.00,4,G,G4641.21,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE PRENDAS DE VESTIR, INCLUIDAS PRENDAS (ROPA) DEPORTIVAS."
0993078131001,BOTHSIDES CONSTRUCTIONS S.A.,ANÓNIMA,GUAYAS,716238,5969,4163502.75,4163502.75,3667846.41,672762.52,16596.09,6.00,3,F,F4100.10,CONSTRUCCIÓN.,"CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES."
1792931533001,ECOFLOR GROUPCHILE CIA.LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,721012,5972,2868036.78,2868036.78,4302564.49,1916350.15,12945.35,160.00,3,A,A0119.03,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","CULTIVO DE FLORES, INCLUIDA LA PRODUCCIÓN DE FLORES CORTADAS Y CAPULLOS."
1792369770001,CITYMEDICAL IMPORTACIONES C.A.,ANÓNIMA,PICHINCHA,146313,5973,3747119.10,3764859.90,3969407.95,832993.47,120612.91,21.00,3,G,G4649.24,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE INSTRUMENTOS, MATERIALES MÉDICOS Y QUIRÚRGICOS, DENTALES Y ARTÍCULOS ORTOPÉDICOS."
1792262305001,DISTRIBUIDORA AMERICAN HOME S.A.,ANÓNIMA,PICHINCHA,60911,5975,4870648.16,4875245.94,2847396.51,1070879.54,130438.46,26.00,3,G,G4690.00,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE DIVERSOS PRODUCTOS SIN ESPECIALIZACIÓN.
0993373412001,SUPER GRES MARKETING S.A.,ANÓNIMA,GUAYAS,336611,5976,3737607.63,3737607.63,4431596.82,-234450.65,12779.47,8.00,3,G,G4663.14,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE PAPEL TAPIZ Y REVESTIMIENTO DE PISOS (BALDOSAS, LINÓLEO)."
1790928780001,CALEB BRETT ECUADOR S.A.,ANÓNIMA,GUAYAS,46346,5978,4484142.60,4591773.01,3561851.84,208635.63,-20425.47,101.00,3,M,M7120.11,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","REALIZACIÓN DE ENSAYOS FÍSICOS, QUÍMICOS Y OTROS ENSAYOS ANALÍTICOS DE TODO TIPO DE MATERIALES Y PRODUCTOS: ENSAYOS ACÚSTICOS Y DE VIBRACIONES, ENSAYOS DE CALIFICACIÓN, FIABILIDAD Y ANÁLISIS DE DEFECTOS."
1792303591001,EQUADIS S. A.,ANÓNIMA,PICHINCHA,137564,5979,7264446.43,8149940.13,1742229.44,-1415598.62,-319292.74,31.00,4,G,G4690.00,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE DIVERSOS PRODUCTOS SIN ESPECIALIZACIÓN.
